city,date,fare,ride_id
North Paulshire,2017-01-02 12:11:17,46.82,9139078109658
Hoganfort,2017-01-03 09:41:46,37.83,2074313960632
Joshuaview,2017-01-03 06:01:09,34.71,9541899768103
South Jacobside,2017-01-01 14:50:25,53.43,4047590660449
Hoganfort,2017-01-02 12:11:54,21.91,9413449360993
South Angela,2017-01-02 07:20:39,13.27,7624280622573
South Stephen,2017-01-02 10:11:13,15.88,5018064260259
Lake Joshuaburgh,2017-01-02 20:05:48,58.34,5095174557646
Hoganfort,2017-01-02 20:30:22,22.28,6317412291785
Smithville,2017-01-01 17:41:10,20.7,6317681857392
Campbellmouth,2017-01-03 03:41:27,42.63,5569800592306
North Paulshire,2017-01-03 04:16:37,12.46,5079894585226
Joshuaview,2017-01-02 12:12:00,21.46,3438863859591
Port Jameston,2017-01-03 05:26:13,58.9,7635730408272
South Samanthafurt,2017-01-02 21:14:11,38.77,5525862206704
Port Darrellhaven,2017-01-01 04:10:10,30.4,0392383576464
South Jacobside,2017-01-02 03:47:17,16.68,6460890149427
South Samanthafurt,2017-01-02 05:00:43,21.8,2915475971213
South Stephen,2017-01-02 20:17:41,40.19,0067315427663
Joshuaview,2017-01-02 18:39:49,26.27,7667581579559
South Brittany,2017-01-02 23:08:44,11.56,1094056539538
Richardsonborough,2017-01-02 21:25:55,43.5,1118942722115
Joshuaview,2017-01-02 16:31:02,53.56,8887666980431
Nguyenshire,2017-01-01 17:22:28,44.81,8465533559234
Hoganfort,2017-01-03 12:15:48,19.35,0685572928589
Smithville,2017-01-02 22:48:22,15.59,3457119394822
Campbellmouth,2017-01-02 04:51:17,48.72,6830368098258
South Angela,2017-01-03 06:54:00,45.87,3856930882264
Campbellmouth,2017-01-02 23:54:28,39.7,8261825662763
South Angela,2017-01-03 05:44:30,15.63,3062396769418
South Brittany,2017-01-02 18:04:04,16.11,2930708191671
Port Kenneth,2017-01-02 17:53:18,47.96,0483247658218
Lake Joshuaburgh,2017-01-01 19:42:11,50.8,8665196844092
Port Kenneth,2017-01-03 11:11:56,19.67,6543139761151
Lake Joshuaburgh,2017-01-01 03:15:02,20.93,4097179481897
Nguyenshire,2017-01-02 05:55:31,13.91,2192972043036
Sheltonhaven,2017-01-02 22:34:53,21.25,6231484957991
South Jacobside,2017-01-01 09:59:41,50.25,9699456082855
Hoganfort,2017-01-01 04:12:33,24.47,8232643860877
Joshuaview,2017-01-01 17:25:15,15.96,1286771004334
Port Jameston,2017-01-03 04:24:18,36.25,5163769778742
South Angela,2017-01-02 02:16:23,44.93,0251070273676
South Brittany,2017-01-03 12:15:51,47.94,9037804247547
Port Kenneth,2017-01-02 19:48:17,12.78,4395919442642
Joshuaview,2017-01-01 19:03:08,39.51,4530903955177
Richardsonborough,2017-01-02 02:02:20,40.41,4241659291104
Port Jameston,2017-01-01 07:34:45,27.85,9353843647545
